group,Y-m,subj,days_pres,injury_ct,season,sex,age,age-sex,rank,strank,repstate,grpsize_avg,pct_d_newmales,avgperctimmat
GN,2006-11,Dada,30,0,interseason,M,0.93361,inf,,,,36,0,63.88889
GN,2006-12,Dada,31,0,birth,M,1.01574,juvm,,,,36,0,63.88889
GN,2007-01,Dada,31,0,birth,M,1.10062,juvm,,,,37.2,0,65.14067
GN,2007-02,Dada,28,0,birth,M,1.18549,juvm,,,,37.96429,0,65.85298
GN,2007-03,Dada,31,0,birth,M,1.26215,juvm,,,,37.93548,0,65.90419
GN,2007-04,Dada,30,0,interseason,M,1.34702,juvm,,,,37.9,0,65.96728
GN,2007-05,Dada,31,0,interseason,M,1.42916,juvm,,,,37.96774,0,65.84683
GN,2007-06,Dada,30,0,mating,M,1.51403,juvm,,,,37.96667,3.44828,65.85178
GN,2007-07,Dada,31,0,mating,M,1.59617,juvm,,,,38.12903,16.12903,65.57475
GN,2007-08,Dada,31,0,mating,M,1.68104,juvm,,,,37.93548,0,65.90419
GN,2007-09,Dada,30,0,mating,M,1.76591,juvm,,,,38.03333,6.89655,65.73628
GN,2007-10,Dada,31,0,interseason,M,1.84805,juvm,,,,37.96774,0,65.84683
GN,2007-11,Dada,30,0,interseason,M,1.93292,juvm,,,,38,0,65.78947
GN,2007-12,Dada,31,0,birth,M,2.01506,juvm,,,,38.53333,0,66.17251
GN,2008-01,Dada,31,0,birth,M,2.09993,juvm,,,,40.74194,0,65.63336
GN,2008-02,Dada,29,0,birth,M,2.1848,juvm,,,,41,0,64.42389
GN,2008-03,Dada,31,0,birth,M,2.2642,juvm,,,,41.25806,3.22581,62.94922
GN,2008-04,Dada,30,0,interseason,M,2.34908,juvm,,,,42.13333,0,62.02289
GN,2008-05,Dada,31,0,interseason,M,2.43121,juvm,,,,41.90323,0,62.58851
GN,2008-06,Dada,30,0,mating,M,2.51608,juvm,,,,40.1,0,64.90496
GN,2008-07,Dada,31,0,mating,M,2.59822,juvm,,,,38.45161,3.22581,63.50181
GN,2008-08,Dada,31,0,mating,M,2.68309,juvm,,,,38,0,63.15789
GN,2008-09,Dada,30,0,mating,M,2.76797,juvm,,,,37.83333,3.33333,63.44531
GN,2008-10,Dada,31,0,interseason,M,2.8501,juvm,,,,37,0,64.86486
GN,2008-11,Dada,30,0,interseason,M,2.93498,juvm,,,,37,0,64.86486
GN,2008-12,Dada,31,0,birth,M,3.01711,juvm,,,,37.22581,3.33333,65.07671
GN,2009-01,Dada,31,0,birth,M,3.10198,juvm,,,,39.54839,3.22581,64.67983
GN,2009-02,Dada,28,0,birth,M,3.18686,juvm,,,,40.82143,0,66.14765
GN,2009-03,Dada,31,0,birth,M,3.26352,juvm,,,,40.90323,0,66.01298
GN,2009-04,Dada,30,0,interseason,M,3.34839,juvm,,,,41.63333,0,66.36856
GN,2009-05,Dada,31,0,interseason,M,3.43053,juvm,,,,41.96774,0,66.71912
GN,2009-06,Dada,30,0,mating,M,3.5154,juvm,,,,41.3,0,66.09756
GN,2009-07,Dada,31,0,mating,M,3.59754,juvm,,,,41.03226,3.22581,65.80308
GN,2009-08,Dada,31,0,mating,M,3.68241,juvm,,,,41,0,65.85366
GN,2009-09,Dada,30,0,mating,M,3.76728,juvm,,,,41.03333,0,65.80139
GN,2009-10,Dada,31,0,interseason,M,3.84942,juvm,,,,41.03226,3.22581,65.80308
GN,2009-11,Dada,30,0,interseason,M,3.93429,juvm,,,,41,3.33333,65.85366
GN,2009-12,Dada,31,0,birth,M,4.01643,juvm,,,,41.3871,0,65.24671
GN,2010-01,Dada,31,0,birth,M,4.1013,juvm,,,,42.90323,0,63.99246
GN,2010-02,Dada,28,0,birth,M,4.18617,juvm,,,,45.42857,0,62.72637
GN,2010-03,Dada,31,0,birth,M,4.26283,juvm,,,,47.58065,0,64.26733
GN,2010-04,Dada,30,0,interseason,M,4.34771,juvm,,,,48.03333,3.33333,64.5394
GN,2010-05,Dada,31,0,interseason,M,4.42984,juvm,,,,48,0,64.58333
GN,2010-06,Dada,30,0,mating,M,4.51472,juvm,,,,48,3.33333,64.5852
GN,2010-07,Dada,31,0,mating,M,4.59685,juvm,,,,48.09677,6.45161,64.45748
GN,2010-08,Dada,31,0,mating,M,4.68172,juvm,,,,47.83871,0,64.46179
GN,2010-09,Dada,30,0,mating,M,4.7666,juvm,,,,47.06667,10,63.74306
GN,2010-10,Dada,31,0,interseason,M,4.84873,juvm,,,,46.58065,0,63.50004
GN,2010-11,Dada,30,0,interseason,M,4.93361,juvm,,,,46.03333,10,63.00075
GN,2010-12,Dada,31,0,birth,M,5.01574,juvm,,,,44.16129,12.90323,63.47996
GN,2011-01,Dada,31,0,birth,M,5.10062,juvm,,,,46.93548,9.67742,65.64384
GN,2011-02,Dada,28,0,birth,M,5.18549,juvm,,,,50.03571,3.57143,67.95238
GN,2011-03,Dada,31,0,birth,M,5.26215,juvm,,,,51.09677,9.67742,68.50787
GN,2011-04,Dada,30,0,interseason,M,5.34702,juvm,,,,51.23333,23.33333,68.32117
GN,2011-05,Dada,31,0,interseason,M,5.42916,juvm,,,,51.29032,19.35484,68.24911
GN,2011-06,Dada,30,0,mating,M,5.51403,juvm,,,,51.3,13.33333,68.24601
GN,2011-07,Dada,31,0,mating,M,5.59617,juvm,,,,51.19355,16.12903,68.37362
GN,2011-08,Dada,31,0,mating,M,5.68104,juvm,,,,50.74194,22.58065,68.99518
GN,2011-09,Dada,30,0,mating,M,5.76591,juvm,,,,51,80,68.64309
GN,2011-10,Dada,31,0,interseason,M,5.84805,juvm,,,,50,96.77419,67.68515
GN,2011-11,Dada,30,0,interseason,M,5.93292,juvm,,,,48.56667,96.66667,67.9623
GN,2011-12,Dada,31,0,birth,M,6.01506,juvm,,,,47.3871,3.22581,68.27528
GN,2012-01,Dada,31,0,birth,M,6.09993,juvm,,,,46.74194,3.22581,67.83743
GN,2012-02,Dada,29,0,birth,M,6.1848,juvm,,,,46.06897,6.89655,67.29242
GN,2012-03,Dada,31,0,birth,M,6.2642,juvm,,,,46.03226,3.44828,67.35483
GN,2012-04,Dada,30,0,interseason,M,6.34908,juvm,,,,46.7,29.62963,66.43846
GN,2012-05,Dada,31,0,interseason,M,6.43121,juvm,,,,45.41935,46.66667,64.81368
GN,2012-06,Dada,30,0,mating,M,6.51608,juvm,,,,44.13333,3.44828,65.71593
GN,2012-07,Dada,31,3,mating,M,6.59822,juvm,,,,43.93548,10,66.23437
GN,2012-08,Dada,31,0,mating,M,6.68309,juvm,,,,43.09677,19.35484,67.29353
GN,2012-09,Dada,30,0,mating,M,6.76797,juvm,,,,43.63333,42.85714,66.50264
GN,2012-10,Dada,31,0,interseason,M,6.8501,juvm,,,,43.77419,100,66.28394
GN,2012-11,Dada,30,0,interseason,M,6.93498,juvm,,,,43.36667,75,66.89365
GN,2012-12,Dada,31,0,birth,M,7.01711,juvm,,,,43.19355,10,67.14959
GN,2013-01,Dada,31,0,birth,M,7.10198,juvm,,,,43.6129,35.48387,66.73321
GN,2013-02,Dada,28,0,birth,M,7.18686,juvm,,,,44.32143,46.15385,67.8639
GN,2013-03,Dada,31,0,birth,M,7.26352,juvm,,,,44.41935,17.85714,68.13659
GN,2013-04,Dada,30,0,interseason,M,7.34839,juvm,,,,45.96667,26.66667,68.75507
GN,2013-05,Dada,31,0,interseason,M,7.43053,juvm,,,,47.96774,13.33333,70.41913
GN,2013-06,Dada,30,0,mating,M,7.5154,juvm,,,,48.56667,33.33333,70.03346
GN,2013-07,Dada,31,0,mating,M,7.59754,juvm,,,,51.29032,96.77419,66.35011
GN,2013-08,Dada,31,0,mating,M,7.68241,juvm,,,,51.03226,96.77419,66.72051
GN,2013-09,Dada,30,0,mating,M,7.76728,juvm,,,,50.5,63.33333,70.06238
GN,2013-10,Dada,31,0,interseason,M,7.84942,juvm,,,,50.22581,19.35484,71.68121
GN,2006-11,Daff,30,0,interseason,F,6.97057,juvf,15,0,other,36,0,63.88889
GN,2006-12,Daff,31,0,birth,F,7.0527,juvf,15,0,other,36,0,63.88889
GN,2007-01,Daff,31,0,birth,F,7.13758,juvf,17,0.05882,other,37.2,0,65.14067
GN,2007-02,Daff,28,0,birth,F,7.22245,juvf,17,0.05882,other,37.96429,0,65.85298
GN,2007-03,Daff,31,0,birth,F,7.29911,juvf,17,0.05882,other,37.93548,0,65.90419
GN,2007-04,Daff,30,0,interseason,F,7.38398,juvf,17,0.05882,other,37.9,0,65.96728
GN,2007-05,Daff,31,0,interseason,F,7.46612,juvf,17,0.05882,sexactive,37.96774,0,65.84683
GN,2007-06,Daff,30,0,mating,F,7.55099,juvf,17,0.05882,other,37.96667,3.44828,65.85178
GN,2007-07,Daff,31,0,mating,F,7.63313,juvf,17,0.05882,preg-lact,38.12903,16.12903,65.57475
GN,2007-08,Daff,31,0,mating,F,7.718,juvf,17,0.05882,preg-lact,37.93548,0,65.90419
GN,2007-09,Daff,30,0,mating,F,7.80287,juvf,17,0.05882,preg-lact,38.03333,6.89655,65.73628
GN,2007-10,Daff,31,0,interseason,F,7.88501,juvf,17,0.05882,preg-lact,37.96774,0,65.84683
GN,2007-11,Daff,30,0,interseason,F,7.96988,juvf,17,0.05882,preg-lact,38,0,65.78947
GN,2007-12,Daff,31,0,birth,F,8.05202,af,17,0.05882,preg-lact,38.53333,0,66.17251
GN,2008-01,Daff,31,0,birth,F,8.13689,af,19,0.05263,preg-lact,40.74194,0,65.63336
GN,2008-02,Daff,29,0,birth,F,8.22177,af,19,0.05263,preg-lact,41,0,64.42389
GN,2008-03,Daff,31,0,birth,F,8.30116,af,19,0.05263,preg-lact,41.25806,3.22581,62.94922
GN,2008-04,Daff,30,0,interseason,F,8.38604,af,19,0.05263,preg-lact,42.13333,0,62.02289
GN,2008-05,Daff,31,0,interseason,F,8.46817,af,19,0.05263,preg-lact,41.90323,0,62.58851
GN,2008-06,Daff,30,0,mating,F,8.55305,af,19,0.05263,preg-lact,40.1,0,64.90496
GN,2008-07,Daff,31,0,mating,F,8.63518,af,19,0.05263,other,38.45161,3.22581,63.50181
GN,2008-08,Daff,31,0,mating,F,8.72005,af,19,0.05263,other,38,0,63.15789
GN,2008-09,Daff,30,0,mating,F,8.80493,af,19,0.05263,other,37.83333,3.33333,63.44531
GN,2008-10,Daff,31,0,interseason,F,8.88706,af,19,0.05263,other,37,0,64.86486
GN,2008-11,Daff,30,0,interseason,F,8.97194,af,19,0.05263,other,37,0,64.86486
GN,2008-12,Daff,31,0,birth,F,9.05407,af,19,0.05263,other,37.22581,3.33333,65.07671
GN,2009-01,Daff,31,0,birth,F,9.13895,af,16,0.0625,other,39.54839,3.22581,64.67983
GN,2009-02,Daff,28,0,birth,F,9.22382,af,16,0.0625,other,40.82143,0,66.14765
GN,2009-03,Daff,31,0,birth,F,9.30048,af,16,0.0625,other,40.90323,0,66.01298
GN,2009-04,Daff,30,0,interseason,F,9.38535,af,16,0.0625,other,41.63333,0,66.36856
GN,2009-05,Daff,31,0,interseason,F,9.46749,af,16,0.0625,other,41.96774,0,66.71912
GN,2009-06,Daff,30,0,mating,F,9.55236,af,16,0.0625,other,41.3,0,66.09756
GN,2009-07,Daff,31,0,mating,F,9.6345,af,16,0.0625,other,41.03226,3.22581,65.80308
GN,2009-08,Daff,31,0,mating,F,9.71937,af,16,0.0625,preg-lact,41,0,65.85366
GN,2009-09,Daff,30,0,mating,F,9.80424,af,16,0.0625,preg-lact,41.03333,0,65.80139
GN,2009-10,Daff,31,0,interseason,F,9.88638,af,16,0.0625,preg-lact,41.03226,3.22581,65.80308
GN,2009-11,Daff,30,0,interseason,F,9.97125,af,16,0.0625,preg-lact,41,3.33333,65.85366
GN,2009-12,Daff,31,0,birth,F,10.05339,af,16,0.0625,preg-lact,41.3871,0,65.24671
GN,2010-01,Daff,31,0,birth,F,10.13826,af,20,0.05,preg-lact,42.90323,0,63.99246
GN,2010-02,Daff,28,0,birth,F,10.22313,af,20,0.05,preg-lact,45.42857,0,62.72637
GN,2010-03,Daff,31,0,birth,F,10.29979,af,20,0.05,preg-lact,47.58065,0,64.26733
GN,2010-04,Daff,30,0,interseason,F,10.38467,af,20,0.05,preg-lact,48.03333,3.33333,64.5394
GN,2010-05,Daff,31,0,interseason,F,10.4668,af,20,0.05,preg-lact,48,0,64.58333
GN,2010-06,Daff,30,0,mating,F,10.55168,af,20,0.05,preg-lact,48,3.33333,64.5852
GN,2010-07,Daff,31,1,mating,F,10.63381,af,20,0.05,preg-lact,48.09677,6.45161,64.45748
GN,2010-08,Daff,31,0,mating,F,10.71869,af,20,0.05,preg-lact,47.83871,0,64.46179
GN,2010-09,Daff,30,0,mating,F,10.80356,af,20,0.05,other,47.06667,10,63.74306
GN,2010-10,Daff,31,0,interseason,F,10.88569,af,20,0.05,other,46.58065,0,63.50004
GN,2010-11,Daff,30,0,interseason,F,10.97057,af,20,0.05,other,46.03333,10,63.00075
GN,2010-12,Daff,31,0,birth,F,11.0527,af,20,0.05,other,44.16129,12.90323,63.47996
GN,2011-01,Daff,31,0,birth,F,11.13758,af,20,0,other,46.93548,9.67742,65.64384
GN,2011-02,Daff,28,0,birth,F,11.22245,af,20,0,other,50.03571,3.57143,67.95238
GN,2011-03,Daff,31,0,birth,F,11.29911,af,20,0,other,51.09677,9.67742,68.50787
GN,2011-04,Daff,30,0,interseason,F,11.38398,af,20,0,other,51.23333,23.33333,68.32117
GN,2011-05,Daff,31,0,interseason,F,11.46612,af,20,0,other,51.29032,19.35484,68.24911
GN,2011-06,Daff,30,0,mating,F,11.55099,af,20,0,other,51.3,13.33333,68.24601
GN,2011-07,Daff,31,0,mating,F,11.63313,af,20,0,sexactive,51.19355,16.12903,68.37362
GN,2011-08,Daff,31,0,mating,F,11.718,af,20,0,sexactive,50.74194,22.58065,68.99518
GN,2011-09,Daff,30,0,mating,F,11.80287,af,20,0,sexactive,51,80,68.64309
GN,2011-10,Daff,31,1,interseason,F,11.88501,af,20,0,sexactive,50,96.77419,67.68515
GN,2011-11,Daff,30,0,interseason,F,11.96988,af,20,0,sexactive,48.56667,96.66667,67.9623
GN,2011-12,Daff,31,0,birth,F,12.05202,af,20,0,other,47.3871,3.22581,68.27528
GN,2012-01,Daff,31,0,birth,F,12.13689,af,20,0.05,other,46.74194,3.22581,67.83743
GN,2012-02,Daff,29,0,birth,F,12.22177,af,20,0.05,sexactive,46.06897,6.89655,67.29242
GN,2012-03,Daff,31,0,birth,F,12.30116,af,20,0.05,sexactive,46.03226,3.44828,67.35483
GN,2012-04,Daff,30,0,interseason,F,12.38604,af,20,0.05,other,46.7,29.62963,66.43846
GN,2012-05,Daff,31,0,interseason,F,12.46817,af,20,0.05,other,45.41935,46.66667,64.81368
GN,2012-06,Daff,30,0,mating,F,12.55305,af,20,0.05,other,44.13333,3.44828,65.71593
GN,2012-07,Daff,31,0,mating,F,12.63518,af,20,0.05,other,43.93548,10,66.23437
GN,2012-08,Daff,31,0,mating,F,12.72005,af,20,0.05,preg-lact,43.09677,19.35484,67.29353
GN,2012-09,Daff,30,0,mating,F,12.80493,af,20,0.05,preg-lact,43.63333,42.85714,66.50264
GN,2012-10,Daff,31,0,interseason,F,12.88706,af,20,0.05,preg-lact,43.77419,100,66.28394
GN,2012-11,Daff,30,0,interseason,F,12.97194,af,20,0.05,preg-lact,43.36667,75,66.89365
GN,2012-12,Daff,31,0,birth,F,13.05407,af,20,0.05,preg-lact,43.19355,10,67.14959
GN,2013-01,Daff,31,0,birth,F,13.13895,af,20,0.09524,preg-lact,43.6129,35.48387,66.73321
GN,2013-02,Daff,28,0,birth,F,13.22382,af,20,0.09524,preg-lact,44.32143,46.15385,67.8639
GN,2013-03,Daff,31,0,birth,F,13.30048,af,20,0.09524,preg-lact,44.41935,17.85714,68.13659
GN,2013-04,Daff,30,0,interseason,F,13.38535,af,20,0.09524,preg-lact,45.96667,26.66667,68.75507
GN,2013-05,Daff,31,0,interseason,F,13.46749,af,20,0.09524,preg-lact,47.96774,13.33333,70.41913
GN,2013-06,Daff,30,0,mating,F,13.55236,af,20,0.09524,preg-lact,48.56667,33.33333,70.03346
GN,2013-07,Daff,31,0,mating,F,13.6345,af,20,0.09524,preg-lact,51.29032,96.77419,66.35011
GN,2013-08,Daff,31,0,mating,F,13.71937,af,20,0.09524,preg-lact,51.03226,96.77419,66.72051
GN,2013-09,Daff,30,0,mating,F,13.80424,af,20,0.09524,other,50.5,63.33333,70.06238
GN,2013-10,Daff,31,0,interseason,F,13.88638,af,20,0.09524,other,50.22581,19.35484,71.68121
GN,2013-11,Daff,30,0,interseason,F,13.97125,af,20,0.09524,other,46.5,24.13793,71.27635
GN,2013-12,Daff,31,0,birth,F,14.05339,af,20,0.09524,other,46.12903,0,71.54437
GN,2014-01,Daff,31,0,birth,F,14.13826,af,22,0,other,46.48387,3.44828,69.40683
GN,2014-02,Daff,28,0,birth,F,14.22313,af,22,0,other,48.82143,18.51852,68.9861
GN,2014-03,Daff,31,0,birth,F,14.29979,af,22,0,other,49.45161,3.22581,68.76795
GN,2014-04,Daff,30,0,interseason,F,14.38467,af,22,0,sexactive,50.43333,6.89655,66.16028
GN,2014-05,Daff,31,0,interseason,F,14.4668,af,22,0,other,50.90323,16.12903,64.38753
GN,2014-06,Daff,30,0,mating,F,14.55168,af,22,0,other,49.46667,16.66667,63.27552
GN,2014-07,Daff,31,0,mating,F,14.63381,af,22,0,other,49.32258,35.48387,62.85874
GN,2014-08,Daff,31,0,mating,F,14.71869,af,22,0,preg-lact,48.48387,6.45161,63.08521
GN,2014-09,Daff,30,0,mating,F,14.80356,af,22,0,preg-lact,47.26667,10,63.47699
GN,2014-10,Daff,31,0,interseason,F,14.88569,af,22,0,preg-lact,47.29032,6.45161,63.44722
GN,2014-11,Daff,30,0,interseason,F,14.97057,af,22,0,preg-lact,47.5,3.44828,61.75785
GN,2014-12,Daff,31,0,birth,F,15.0527,af,22,0,preg-lact,47.6129,16.66667,61.85757
GN,2015-01,Daff,31,0,birth,F,15.13758,af,22,0.125,preg-lact,49.12903,0,61.98909
GN,2015-02,Daff,28,0,birth,F,15.22245,af,22,0.125,preg-lact,53.07143,7.14286,62.04808
GN,2015-03,Daff,31,0,birth,F,15.29911,af,22,0.125,preg-lact,55.09677,0,63.58408
GN,2015-04,Daff,30,0,interseason,F,15.38398,af,22,0.125,preg-lact,55.7,0,64.09091
GN,2015-05,Daff,31,0,interseason,F,15.46612,af,22,0.125,preg-lact,56.16129,6.45161,64.10506
GN,2015-06,Daff,30,0,mating,F,15.55099,af,22,0.125,preg-lact,56,0,64.28571
GN,2015-07,Daff,31,0,mating,F,15.63313,af,22,0.125,preg-lact,56.06452,6.45161,64.21295
GN,2015-08,Daff,31,0,mating,F,15.718,af,22,0.125,preg-lact,56.09677,6.45161,64.17657
GN,2015-09,Daff,30,0,mating,F,15.80287,af,22,0.125,other,56.1,6.66667,64.17293
GN,2015-10,Daff,31,0,interseason,F,15.88501,af,22,0.125,other,55.87097,19.35484,63.91474
GN,2015-11,Daff,30,0,interseason,F,15.96988,af,22,0.125,other,55.53333,0,63.92316
GN,2015-12,Daff,31,1,birth,F,16.05202,af,22,0.125,other,55.87097,3.22581,64.20193
GN,2016-01,Daff,31,0,birth,F,16.13689,af,25,0,other,55.74194,6.45161,62.96796
GN,2016-02,Daff,29,0,birth,F,16.22177,af,25,0,other,56.86207,3.44828,62.88644
GN,2016-03,Daff,31,0,birth,F,16.30116,af,25,0,other,58.03226,6.66667,63.75945
GN,2016-04,Daff,30,0,interseason,F,16.38604,af,25,0,other,58.03333,0,63.75833
GN,2016-05,Daff,31,0,interseason,F,16.46817,af,25,0,other,59.03226,0,64.37215
GN,2016-06,Daff,30,0,mating,F,16.55305,af,25,0,other,58.63333,6.66667,63.45192
GN,2016-07,Daff,23,0,mating,F,16.63518,af,25,0,other,57.95652,4.34783,62.26817
GN,2010-02,Dais,8,0,birth,F,0.01643,inf,,,,45.42857,0,62.72637
GN,2010-03,Dais,31,0,birth,F,0.06023,inf,,,,47.58065,0,64.26733
GN,2010-04,Dais,30,0,interseason,F,0.14511,inf,,,,48.03333,3.33333,64.5394
GN,2010-05,Dais,31,0,interseason,F,0.22724,inf,,,,48,0,64.58333
GN,2010-06,Dais,30,0,mating,F,0.31211,inf,,,,48,3.33333,64.5852
GN,2010-07,Dais,31,0,mating,F,0.39425,inf,,,,48.09677,6.45161,64.45748
GN,2010-08,Dais,31,0,mating,F,0.47912,inf,,,,47.83871,0,64.46179
GN,2010-09,Dais,30,0,mating,F,0.564,inf,,,,47.06667,10,63.74306
GN,2010-10,Dais,31,0,interseason,F,0.64613,inf,,,,46.58065,0,63.50004
GN,2010-11,Dais,30,0,interseason,F,0.73101,inf,,,,46.03333,10,63.00075
GN,2010-12,Dais,31,0,birth,F,0.81314,inf,,,,44.16129,12.90323,63.47996
GN,2011-01,Dais,31,0,birth,F,0.89802,inf,,,,46.93548,9.67742,65.64384
GN,2011-02,Dais,28,0,birth,F,0.98289,juvf,,,,50.03571,3.57143,67.95238
GN,2011-03,Dais,31,0,birth,F,1.05955,juvf,,,,51.09677,9.67742,68.50787
GN,2011-04,Dais,30,0,interseason,F,1.14442,juvf,,,,51.23333,23.33333,68.32117
GN,2011-05,Dais,31,0,interseason,F,1.22656,juvf,,,,51.29032,19.35484,68.24911
GN,2011-06,Dais,30,0,mating,F,1.31143,juvf,,,,51.3,13.33333,68.24601
GN,2011-07,Dais,31,0,mating,F,1.39357,juvf,,,,51.19355,16.12903,68.37362
GN,2011-08,Dais,31,0,mating,F,1.47844,juvf,,,,50.74194,22.58065,68.99518
GN,2011-09,Dais,30,0,mating,F,1.56331,juvf,,,,51,80,68.64309
GN,2011-10,Dais,31,0,interseason,F,1.64545,juvf,,,,50,96.77419,67.68515
GN,2011-11,Dais,30,0,interseason,F,1.73032,juvf,,,,48.56667,96.66667,67.9623
GN,2011-12,Dais,31,0,birth,F,1.81246,juvf,,,,47.3871,3.22581,68.27528
GN,2012-01,Dais,31,0,birth,F,1.89733,juvf,,,,46.74194,3.22581,67.83743
GN,2012-02,Dais,29,0,birth,F,1.9822,juvf,,,,46.06897,6.89655,67.29242
GN,2012-03,Dais,31,0,birth,F,2.0616,juvf,,,,46.03226,3.44828,67.35483
GN,2012-04,Dais,30,0,interseason,F,2.14648,juvf,,,,46.7,29.62963,66.43846
GN,2012-05,Dais,31,0,interseason,F,2.22861,juvf,,,,45.41935,46.66667,64.81368
GN,2012-06,Dais,30,0,mating,F,2.31348,juvf,,,,44.13333,3.44828,65.71593
GN,2012-07,Dais,31,0,mating,F,2.39562,juvf,,,,43.93548,10,66.23437
GN,2012-08,Dais,31,0,mating,F,2.48049,juvf,,,,43.09677,19.35484,67.29353
GN,2012-09,Dais,30,0,mating,F,2.56537,juvf,,,,43.63333,42.85714,66.50264
GN,2012-10,Dais,31,0,interseason,F,2.6475,juvf,,,,43.77419,100,66.28394
GN,2012-11,Dais,30,0,interseason,F,2.73238,juvf,,,,43.36667,75,66.89365
GN,2012-12,Dais,31,0,birth,F,2.81451,juvf,,,,43.19355,10,67.14959
GN,2013-01,Dais,31,0,birth,F,2.89938,juvf,,,,43.6129,35.48387,66.73321
GN,2013-02,Dais,28,0,birth,F,2.98426,juvf,,,,44.32143,46.15385,67.8639
GN,2013-03,Dais,31,0,birth,F,3.06092,juvf,,,,44.41935,17.85714,68.13659
GN,2013-04,Dais,30,0,interseason,F,3.14579,juvf,,,,45.96667,26.66667,68.75507
GN,2013-05,Dais,31,0,interseason,F,3.22793,juvf,,,,47.96774,13.33333,70.41913
GN,2013-06,Dais,30,0,mating,F,3.3128,juvf,,,,48.56667,33.33333,70.03346
GN,2013-07,Dais,31,0,mating,F,3.39493,juvf,,,,51.29032,96.77419,66.35011
GN,2013-08,Dais,31,0,mating,F,3.47981,juvf,,,,51.03226,96.77419,66.72051
GN,2013-09,Dais,30,0,mating,F,3.56468,juvf,,,,50.5,63.33333,70.06238
GN,2013-10,Dais,31,0,interseason,F,3.64682,juvf,,,,50.22581,19.35484,71.68121
GN,2013-11,Dais,30,0,interseason,F,3.73169,juvf,,,,46.5,24.13793,71.27635
GN,2013-12,Dais,31,0,birth,F,3.81383,juvf,,,,46.12903,0,71.54437
GN,2014-01,Dais,31,0,birth,F,3.8987,juvf,,,,46.48387,3.44828,69.40683
GN,2014-02,Dais,28,0,birth,F,3.98357,juvf,,,,48.82143,18.51852,68.9861
GN,2014-03,Dais,31,0,birth,F,4.06023,juvf,,,,49.45161,3.22581,68.76795
GN,2014-04,Dais,30,0,interseason,F,4.14511,juvf,,,,50.43333,6.89655,66.16028
GN,2014-05,Dais,31,0,interseason,F,4.22724,juvf,,,,50.90323,16.12903,64.38753
GN,2014-06,Dais,30,0,mating,F,4.31211,juvf,,,,49.46667,16.66667,63.27552
GN,2014-07,Dais,31,0,mating,F,4.39425,juvf,,,,49.32258,35.48387,62.85874
GN,2014-08,Dais,31,0,mating,F,4.47912,juvf,,,,48.48387,6.45161,63.08521
GN,2014-09,Dais,30,0,mating,F,4.564,juvf,,,,47.26667,10,63.47699
GN,2014-10,Dais,31,1,interseason,F,4.64613,juvf,,,,47.29032,6.45161,63.44722
GN,2014-11,Dais,30,0,interseason,F,4.73101,juvf,,,,47.5,3.44828,61.75785
GN,2014-12,Dais,31,0,birth,F,4.81314,juvf,,,,47.6129,16.66667,61.85757
GN,2015-01,Dais,31,0,birth,F,4.89802,juvf,25,0,other,49.12903,0,61.98909
GN,2015-02,Dais,28,0,birth,F,4.98289,juvf,25,0,other,53.07143,7.14286,62.04808
GN,2015-03,Dais,31,0,birth,F,5.05955,juvf,25,0,other,55.09677,0,63.58408
GN,2015-04,Dais,30,0,interseason,F,5.14442,juvf,25,0,other,55.7,0,64.09091
GN,2015-05,Dais,31,0,interseason,F,5.22656,juvf,25,0,other,56.16129,6.45161,64.10506
GN,2015-06,Dais,30,0,mating,F,5.31143,juvf,25,0,other,56,0,64.28571
GN,2015-07,Dais,31,0,mating,F,5.39357,juvf,25,0,other,56.06452,6.45161,64.21295
GN,2015-08,Dais,31,0,mating,F,5.47844,juvf,25,0,other,56.09677,6.45161,64.17657
GN,2015-09,Dais,30,0,mating,F,5.56331,juvf,25,0,other,56.1,6.66667,64.17293
GN,2015-10,Dais,31,0,interseason,F,5.64545,juvf,25,0,other,55.87097,19.35484,63.91474
GN,2015-11,Dais,30,0,interseason,F,5.73032,juvf,25,0,other,55.53333,0,63.92316
GN,2015-12,Dais,31,0,birth,F,5.81246,juvf,25,0,other,55.87097,3.22581,64.20193
GN,2016-01,Dais,31,0,birth,F,5.89733,juvf,24,0.04167,other,55.74194,6.45161,62.96796
GN,2016-02,Dais,29,0,birth,F,5.9822,juvf,24,0.04167,other,56.86207,3.44828,62.88644
GN,2016-03,Dais,31,0,birth,F,6.0616,juvf,24,0.04167,other,58.03226,6.66667,63.75945
GN,2016-04,Dais,30,0,interseason,F,6.14648,juvf,24,0.04167,other,58.03333,0,63.75833
GN,2016-05,Dais,31,0,interseason,F,6.22861,juvf,24,0.04167,other,59.03226,0,64.37215
GN,2016-06,Dais,30,0,mating,F,6.31348,juvf,24,0.04167,other,58.63333,6.66667,63.45192
GN,2016-07,Dais,23,0,mating,F,6.39562,juvf,24,0.04167,other,57.95652,4.34783,62.26817
GN,2013-02,Dann,28,0,birth,M,0.03833,inf,,,,44.32143,46.15385,67.8639
GN,2013-03,Dann,31,0,birth,M,0.11499,inf,,,,44.41935,17.85714,68.13659
GN,2013-04,Dann,30,0,interseason,M,0.19986,inf,,,,45.96667,26.66667,68.75507
GN,2013-05,Dann,31,0,interseason,M,0.282,inf,,,,47.96774,13.33333,70.41913
GN,2013-06,Dann,30,0,mating,M,0.36687,inf,,,,48.56667,33.33333,70.03346
