group,Y-m,subj,days_pres,injury_ct,season,sex,age,age-sex,rank,strank,repstate,grpsize_avg,pct_d_newmales,avgperctimmat
GN,2010-10,Dion,31,0,interseason,F,4.79671,juvf,19,0.1,other,46.58065,0,63.50004
GN,2010-11,Dion,30,0,interseason,F,4.88159,juvf,19,0.1,other,46.03333,10,63.00075
GN,2010-12,Dion,31,0,birth,F,4.96372,juvf,19,0.1,other,44.16129,12.90323,63.47996
GN,2011-01,Dion,31,0,birth,F,5.0486,juvf,19,0.05263,other,46.93548,9.67742,65.64384
GN,2011-02,Dion,28,0,birth,F,5.13347,juvf,19,0.05263,other,50.03571,3.57143,67.95238
GN,2011-03,Dion,31,0,birth,F,5.21013,juvf,19,0.05263,other,51.09677,9.67742,68.50787
GN,2011-04,Dion,30,0,interseason,F,5.295,juvf,19,0.05263,other,51.23333,23.33333,68.32117
GN,2011-05,Dion,31,0,interseason,F,5.37714,juvf,19,0.05263,other,51.29032,19.35484,68.24911
GN,2011-06,Dion,30,0,mating,F,5.46201,juvf,19,0.05263,other,51.3,13.33333,68.24601
GN,2011-07,Dion,31,0,mating,F,5.54415,juvf,19,0.05263,other,51.19355,16.12903,68.37362
GN,2011-08,Dion,31,0,mating,F,5.62902,juvf,19,0.05263,other,50.74194,22.58065,68.99518
GN,2011-09,Dion,30,0,mating,F,5.71389,juvf,19,0.05263,other,51,80,68.64309
GN,2011-10,Dion,31,0,interseason,F,5.79603,juvf,19,0.05263,other,50,96.77419,67.68515
GN,2011-11,Dion,30,0,interseason,F,5.8809,juvf,19,0.05263,other,48.56667,96.66667,67.9623
GN,2011-12,Dion,31,0,birth,F,5.96304,juvf,19,0.05263,other,47.3871,3.22581,68.27528
GN,2012-01,Dion,31,0,birth,F,6.04791,juvf,18,0.15,other,46.74194,3.22581,67.83743
GN,2012-02,Dion,29,0,birth,F,6.13279,juvf,18,0.15,other,46.06897,6.89655,67.29242
GN,2012-03,Dion,31,0,birth,F,6.21218,juvf,18,0.15,other,46.03226,3.44828,67.35483
GN,2012-04,Dion,30,0,interseason,F,6.29706,juvf,18,0.15,other,46.7,29.62963,66.43846
GN,2012-05,Dion,31,0,interseason,F,6.37919,juvf,18,0.15,other,45.41935,46.66667,64.81368
GN,2012-06,Dion,30,0,mating,F,6.46407,juvf,18,0.15,other,44.13333,3.44828,65.71593
GN,2012-07,Dion,31,1,mating,F,6.5462,juvf,18,0.15,other,43.93548,10,66.23437
GN,2012-08,Dion,31,0,mating,F,6.63107,juvf,18,0.15,other,43.09677,19.35484,67.29353
GN,2012-09,Dion,30,0,mating,F,6.71595,juvf,18,0.15,other,43.63333,42.85714,66.50264
GN,2012-10,Dion,31,0,interseason,F,6.79808,juvf,18,0.15,other,43.77419,100,66.28394
GN,2012-11,Dion,30,1,interseason,F,6.88296,juvf,18,0.15,other,43.36667,75,66.89365
GN,2012-12,Dion,31,0,birth,F,6.96509,juvf,18,0.15,other,43.19355,10,67.14959
GN,2013-01,Dion,31,0,birth,F,7.04997,juvf,18,0.19048,other,43.6129,35.48387,66.73321
GN,2013-02,Dion,28,0,birth,F,7.13484,juvf,18,0.19048,other,44.32143,46.15385,67.8639
GN,2013-03,Dion,31,1,birth,F,7.2115,juvf,18,0.19048,other,44.41935,17.85714,68.13659
GN,2013-04,Dion,30,0,interseason,F,7.29637,juvf,18,0.19048,other,45.96667,26.66667,68.75507
GN,2013-05,Dion,31,0,interseason,F,7.37851,juvf,18,0.19048,other,47.96774,13.33333,70.41913
GN,2013-06,Dion,30,0,mating,F,7.46338,juvf,18,0.19048,sexactive,48.56667,33.33333,70.03346
GN,2013-07,Dion,31,0,mating,F,7.54552,juvf,18,0.19048,other,51.29032,96.77419,66.35011
GN,2013-08,Dion,31,0,mating,F,7.63039,juvf,18,0.19048,sexactive,51.03226,96.77419,66.72051
GN,2013-09,Dion,30,0,mating,F,7.71526,juvf,18,0.19048,other,50.5,63.33333,70.06238
GN,2013-10,Dion,31,0,interseason,F,7.7974,juvf,18,0.19048,sexactive,50.22581,19.35484,71.68121
GN,2013-11,Dion,30,0,interseason,F,7.88227,juvf,18,0.19048,preg-lact,46.5,24.13793,71.27635
GN,2013-12,Dion,31,0,birth,F,7.96441,juvf,18,0.19048,preg-lact,46.12903,0,71.54437
GN,2014-01,Dion,31,0,birth,F,8.04928,juvf,20,0.09524,preg-lact,46.48387,3.44828,69.40683
GN,2014-02,Dion,28,0,birth,F,8.13415,juvf,20,0.09524,preg-lact,48.82143,18.51852,68.9861
GN,2014-03,Dion,31,0,birth,F,8.21081,juvf,20,0.09524,preg-lact,49.45161,3.22581,68.76795
GN,2014-04,Dion,30,0,interseason,F,8.29569,juvf,20,0.09524,preg-lact,50.43333,6.89655,66.16028
GN,2014-05,Dion,31,0,interseason,F,8.37782,af,20,0.09524,preg-lact,50.90323,16.12903,64.38753
GN,2014-06,Dion,30,0,mating,F,8.4627,af,20,0.09524,preg-lact,49.46667,16.66667,63.27552
GN,2014-07,Dion,31,0,mating,F,8.54483,af,20,0.09524,other,49.32258,35.48387,62.85874
GN,2014-08,Dion,31,0,mating,F,8.62971,af,20,0.09524,other,48.48387,6.45161,63.08521
GN,2014-09,Dion,30,0,mating,F,8.71458,af,20,0.09524,sexactive,47.26667,10,63.47699
GN,2014-10,Dion,31,0,interseason,F,8.79671,af,20,0.09524,preg-lact,47.29032,6.45161,63.44722
GN,2014-11,Dion,30,0,interseason,F,8.88159,af,20,0.09524,preg-lact,47.5,3.44828,61.75785
GN,2014-12,Dion,31,0,birth,F,8.96372,af,20,0.09524,preg-lact,47.6129,16.66667,61.85757
GN,2015-01,Dion,31,0,birth,F,9.0486,af,23,0.08333,preg-lact,49.12903,0,61.98909
GN,2015-02,Dion,28,0,birth,F,9.13347,af,23,0.08333,preg-lact,53.07143,7.14286,62.04808
GN,2015-03,Dion,31,0,birth,F,9.21013,af,23,0.08333,preg-lact,55.09677,0,63.58408
GN,2015-04,Dion,30,0,interseason,F,9.295,af,23,0.08333,preg-lact,55.7,0,64.09091
GN,2015-05,Dion,31,0,interseason,F,9.37714,af,23,0.08333,preg-lact,56.16129,6.45161,64.10506
GN,2015-06,Dion,30,0,mating,F,9.46201,af,23,0.08333,preg-lact,56,0,64.28571
GN,2015-07,Dion,31,0,mating,F,9.54415,af,23,0.08333,preg-lact,56.06452,6.45161,64.21295
GN,2015-08,Dion,31,0,mating,F,9.62902,af,23,0.08333,preg-lact,56.09677,6.45161,64.17657
GN,2015-09,Dion,30,0,mating,F,9.71389,af,23,0.08333,preg-lact,56.1,6.66667,64.17293
GN,2015-10,Dion,31,0,interseason,F,9.79603,af,23,0.08333,preg-lact,55.87097,19.35484,63.91474
GN,2015-11,Dion,30,0,interseason,F,9.8809,af,23,0.08333,other,55.53333,0,63.92316
GN,2015-12,Dion,31,0,birth,F,9.96304,af,23,0.08333,other,55.87097,3.22581,64.20193
GN,2016-01,Dion,31,0,birth,F,10.04791,af,22,0.125,other,55.74194,6.45161,62.96796
GN,2016-02,Dion,29,0,birth,F,10.13279,af,22,0.125,other,56.86207,3.44828,62.88644
GN,2016-03,Dion,31,0,birth,F,10.21218,af,22,0.125,other,58.03226,6.66667,63.75945
GN,2016-04,Dion,30,0,interseason,F,10.29706,af,22,0.125,other,58.03333,0,63.75833
GN,2016-05,Dion,31,0,interseason,F,10.37919,af,22,0.125,other,59.03226,0,64.37215
GN,2016-06,Dion,30,0,mating,F,10.46407,af,22,0.125,other,58.63333,6.66667,63.45192
GN,2016-07,Dion,23,0,mating,F,10.5462,af,22,0.125,other,57.95652,4.34783,62.26817
GN,2014-05,Dion14inf,31,0,interseason,M,0.03833,inf,,,,50.90323,16.12903,64.38753
GN,2014-06,Dion14inf,9,0,mating,M,0.1232,inf,,,,49.46667,16.66667,63.27552
GN,2009-01,Disc,3,0,birth,M,0.03833,inf,,,,39.54839,3.22581,64.67983
GN,2009-02,Disc,28,0,birth,M,0.04654,inf,,,,40.82143,0,66.14765
GN,2009-03,Disc,31,0,birth,M,0.1232,inf,,,,40.90323,0,66.01298
GN,2009-04,Disc,30,0,interseason,M,0.20808,inf,,,,41.63333,0,66.36856
GN,2009-05,Disc,31,0,interseason,M,0.29021,inf,,,,41.96774,0,66.71912
GN,2009-06,Disc,30,0,mating,M,0.37509,inf,,,,41.3,0,66.09756
GN,2009-07,Disc,31,0,mating,M,0.45722,inf,,,,41.03226,3.22581,65.80308
GN,2009-08,Disc,31,0,mating,M,0.54209,inf,,,,41,0,65.85366
GN,2009-09,Disc,30,0,mating,M,0.62697,inf,,,,41.03333,0,65.80139
GN,2009-10,Disc,31,0,interseason,M,0.7091,inf,,,,41.03226,3.22581,65.80308
GN,2009-11,Disc,30,0,interseason,M,0.79398,inf,,,,41,3.33333,65.85366
GN,2009-12,Disc,31,0,birth,M,0.87611,inf,,,,41.3871,0,65.24671
GN,2010-01,Disc,31,0,birth,M,0.96099,juvm,,,,42.90323,0,63.99246
GN,2010-02,Disc,28,0,birth,M,1.04586,juvm,,,,45.42857,0,62.72637
GN,2010-03,Disc,31,0,birth,M,1.12252,juvm,,,,47.58065,0,64.26733
GN,2010-04,Disc,30,0,interseason,M,1.20739,juvm,,,,48.03333,3.33333,64.5394
GN,2010-05,Disc,31,0,interseason,M,1.28953,juvm,,,,48,0,64.58333
GN,2010-06,Disc,30,0,mating,M,1.3744,juvm,,,,48,3.33333,64.5852
GN,2010-07,Disc,31,0,mating,M,1.45654,juvm,,,,48.09677,6.45161,64.45748
GN,2010-08,Disc,31,0,mating,M,1.54141,juvm,,,,47.83871,0,64.46179
GN,2010-09,Disc,30,0,mating,M,1.62628,juvm,,,,47.06667,10,63.74306
GN,2010-10,Disc,31,0,interseason,M,1.70842,juvm,,,,46.58065,0,63.50004
GN,2010-11,Disc,30,0,interseason,M,1.79329,juvm,,,,46.03333,10,63.00075
GN,2010-12,Disc,31,0,birth,M,1.87543,juvm,,,,44.16129,12.90323,63.47996
GN,2011-01,Disc,31,0,birth,M,1.9603,juvm,,,,46.93548,9.67742,65.64384
GN,2011-02,Disc,28,0,birth,M,2.04517,juvm,,,,50.03571,3.57143,67.95238
GN,2011-03,Disc,31,0,birth,M,2.12183,juvm,,,,51.09677,9.67742,68.50787
GN,2011-04,Disc,30,0,interseason,M,2.20671,juvm,,,,51.23333,23.33333,68.32117
GN,2011-05,Disc,31,0,interseason,M,2.28884,juvm,,,,51.29032,19.35484,68.24911
GN,2011-06,Disc,30,0,mating,M,2.37372,juvm,,,,51.3,13.33333,68.24601
GN,2011-07,Disc,31,0,mating,M,2.45585,juvm,,,,51.19355,16.12903,68.37362
GN,2011-08,Disc,31,0,mating,M,2.54073,juvm,,,,50.74194,22.58065,68.99518
GN,2011-09,Disc,30,0,mating,M,2.6256,juvm,,,,51,80,68.64309
GN,2011-10,Disc,31,0,interseason,M,2.70773,juvm,,,,50,96.77419,67.68515
GN,2011-11,Disc,30,0,interseason,M,2.79261,juvm,,,,48.56667,96.66667,67.9623
GN,2011-12,Disc,31,0,birth,M,2.87474,juvm,,,,47.3871,3.22581,68.27528
GN,2012-01,Disc,31,0,birth,M,2.95962,juvm,,,,46.74194,3.22581,67.83743
GN,2012-02,Disc,29,0,birth,M,3.04449,juvm,,,,46.06897,6.89655,67.29242
GN,2012-03,Disc,31,0,birth,M,3.12389,juvm,,,,46.03226,3.44828,67.35483
GN,2012-04,Disc,30,0,interseason,M,3.20876,juvm,,,,46.7,29.62963,66.43846
GN,2012-05,Disc,31,0,interseason,M,3.2909,juvm,,,,45.41935,46.66667,64.81368
GN,2012-06,Disc,30,0,mating,M,3.37577,juvm,,,,44.13333,3.44828,65.71593
GN,2012-07,Disc,31,0,mating,M,3.45791,juvm,,,,43.93548,10,66.23437
GN,2012-08,Disc,31,0,mating,M,3.54278,juvm,,,,43.09677,19.35484,67.29353
GN,2012-09,Disc,30,0,mating,M,3.62765,juvm,,,,43.63333,42.85714,66.50264
GN,2012-10,Disc,31,0,interseason,M,3.70979,juvm,,,,43.77419,100,66.28394
GN,2012-11,Disc,30,0,interseason,M,3.79466,juvm,,,,43.36667,75,66.89365
GN,2012-12,Disc,31,0,birth,M,3.8768,juvm,,,,43.19355,10,67.14959
GN,2013-01,Disc,31,0,birth,M,3.96167,juvm,,,,43.6129,35.48387,66.73321
GN,2013-02,Disc,28,0,birth,M,4.04654,juvm,,,,44.32143,46.15385,67.8639
GN,2013-03,Disc,31,0,birth,M,4.1232,juvm,,,,44.41935,17.85714,68.13659
GN,2013-04,Disc,30,0,interseason,M,4.20808,juvm,,,,45.96667,26.66667,68.75507
GN,2013-05,Disc,31,0,interseason,M,4.29021,juvm,,,,47.96774,13.33333,70.41913
GN,2013-06,Disc,30,0,mating,M,4.37509,juvm,,,,48.56667,33.33333,70.03346
GN,2013-07,Disc,31,0,mating,M,4.45722,juvm,,,,51.29032,96.77419,66.35011
GN,2013-08,Disc,31,0,mating,M,4.54209,juvm,,,,51.03226,96.77419,66.72051
GN,2013-09,Disc,30,0,mating,M,4.62697,juvm,,,,50.5,63.33333,70.06238
GN,2013-10,Disc,31,0,interseason,M,4.7091,juvm,,,,50.22581,19.35484,71.68121
GN,2013-11,Disc,30,0,interseason,M,4.79398,juvm,,,,46.5,24.13793,71.27635
GN,2013-12,Disc,31,0,birth,M,4.87611,juvm,,,,46.12903,0,71.54437
GN,2014-01,Disc,31,0,birth,M,4.96099,juvm,,,,46.48387,3.44828,69.40683
GN,2014-02,Disc,28,0,birth,M,5.04586,juvm,,,,48.82143,18.51852,68.9861
GN,2014-03,Disc,31,0,birth,M,5.12252,juvm,,,,49.45161,3.22581,68.76795
GN,2014-04,Disc,30,0,interseason,M,5.20739,juvm,,,,50.43333,6.89655,66.16028
GN,2014-05,Disc,31,0,interseason,M,5.28953,juvm,,,,50.90323,16.12903,64.38753
GN,2014-06,Disc,30,0,mating,M,5.3744,juvm,,,,49.46667,16.66667,63.27552
GN,2014-07,Disc,31,0,mating,M,5.45654,juvm,,,,49.32258,35.48387,62.85874
GN,2014-08,Disc,31,0,mating,M,5.54141,juvm,,,,48.48387,6.45161,63.08521
GN,2014-09,Disc,30,0,mating,M,5.62628,juvm,,,,47.26667,10,63.47699
GN,2014-10,Disc,31,0,interseason,M,5.70842,juvm,,,,47.29032,6.45161,63.44722
GN,2014-11,Disc,30,0,interseason,M,5.79329,juvm,,,,47.5,3.44828,61.75785
GN,2014-12,Disc,31,0,birth,M,5.87543,juvm,,,,47.6129,16.66667,61.85757
GN,2015-01,Disc,31,0,birth,M,5.9603,juvm,,,,49.12903,0,61.98909
GN,2015-02,Disc,28,0,birth,M,6.04517,juvm,,,,53.07143,7.14286,62.04808
GN,2015-03,Disc,31,0,birth,M,6.12183,juvm,,,,55.09677,0,63.58408
GN,2015-04,Disc,30,0,interseason,M,6.20671,juvm,,,,55.7,0,64.09091
GN,2015-05,Disc,31,0,interseason,M,6.28884,juvm,,,,56.16129,6.45161,64.10506
GN,2015-06,Disc,30,0,mating,M,6.37372,juvm,,,,56,0,64.28571
GN,2015-07,Disc,31,0,mating,M,6.45585,juvm,,,,56.06452,6.45161,64.21295
GN,2015-08,Disc,31,0,mating,M,6.54073,juvm,,,,56.09677,6.45161,64.17657
GN,2015-09,Disc,30,0,mating,M,6.6256,juvm,,,,56.1,6.66667,64.17293
GN,2015-10,Disc,31,0,interseason,M,6.70773,juvm,,,,55.87097,19.35484,63.91474
GN,2015-11,Disc,30,0,interseason,M,6.79261,juvm,,,,55.53333,0,63.92316
GN,2015-12,Disc,31,0,birth,M,6.87474,juvm,,,,55.87097,3.22581,64.20193
GN,2016-01,Disc,31,0,birth,M,6.95962,juvm,,,,55.74194,6.45161,62.96796
GN,2016-02,Disc,16,0,birth,M,7.04449,juvm,,,,56.86207,3.44828,62.88644
GN,2015-03,Dizz,31,0,birth,M,0.03833,inf,,,,55.09677,0,63.58408
GN,2015-04,Dizz,30,0,interseason,M,0.1232,inf,,,,55.7,0,64.09091
GN,2015-05,Dizz,31,0,interseason,M,0.20534,inf,,,,56.16129,6.45161,64.10506
GN,2015-06,Dizz,30,0,mating,M,0.29021,inf,,,,56,0,64.28571
GN,2015-07,Dizz,31,0,mating,M,0.37235,inf,,,,56.06452,6.45161,64.21295
GN,2015-08,Dizz,31,0,mating,M,0.45722,inf,,,,56.09677,6.45161,64.17657
GN,2015-09,Dizz,30,0,mating,M,0.54209,inf,,,,56.1,6.66667,64.17293
GN,2015-10,Dizz,31,0,interseason,M,0.62423,inf,,,,55.87097,19.35484,63.91474
GN,2015-11,Dizz,30,0,interseason,M,0.7091,inf,,,,55.53333,0,63.92316
GN,2015-12,Dizz,31,0,birth,M,0.79124,inf,,,,55.87097,3.22581,64.20193
GN,2016-01,Dizz,31,1,birth,M,0.87611,inf,,,,55.74194,6.45161,62.96796
GN,2016-02,Dizz,29,0,birth,M,0.96099,inf,,,,56.86207,3.44828,62.88644
GN,2016-03,Dizz,31,0,birth,M,1.04038,juvm,,,,58.03226,6.66667,63.75945
GN,2016-04,Dizz,30,0,interseason,M,1.12526,juvm,,,,58.03333,0,63.75833
GN,2016-05,Dizz,31,0,interseason,M,1.20739,juvm,,,,59.03226,0,64.37215
GN,2016-06,Dizz,30,0,mating,M,1.29227,juvm,,,,58.63333,6.66667,63.45192
GN,2016-07,Dizz,23,0,mating,M,1.3744,juvm,,,,57.95652,4.34783,62.26817
GN,2006-11,DJ,30,0,interseason,F,7.63587,af,5,0.71429,other,36,0,63.88889
GN,2006-12,DJ,31,0,birth,F,7.718,af,5,0.71429,other,36,0,63.88889
GN,2007-01,DJ,31,0,birth,F,7.80287,af,5,0.76471,other,37.2,0,65.14067
GN,2007-02,DJ,28,0,birth,F,7.88775,af,5,0.76471,other,37.96429,0,65.85298
GN,2007-03,DJ,31,0,birth,F,7.96441,af,5,0.76471,other,37.93548,0,65.90419
GN,2007-04,DJ,30,0,interseason,F,8.04928,af,5,0.76471,other,37.9,0,65.96728
GN,2007-05,DJ,31,0,interseason,F,8.13142,af,5,0.76471,other,37.96774,0,65.84683
GN,2007-06,DJ,30,0,mating,F,8.21629,af,5,0.76471,other,37.96667,3.44828,65.85178
GN,2007-07,DJ,31,0,mating,F,8.29843,af,5,0.76471,other,38.12903,16.12903,65.57475
GN,2007-08,DJ,31,0,mating,F,8.3833,af,5,0.76471,preg-lact,37.93548,0,65.90419
GN,2007-09,DJ,30,0,mating,F,8.46817,af,5,0.76471,preg-lact,38.03333,6.89655,65.73628
GN,2007-10,DJ,31,0,interseason,F,8.55031,af,5,0.76471,preg-lact,37.96774,0,65.84683
GN,2007-11,DJ,30,0,interseason,F,8.63518,af,5,0.76471,preg-lact,38,0,65.78947
GN,2007-12,DJ,31,0,birth,F,8.71732,af,5,0.76471,preg-lact,38.53333,0,66.17251
GN,2008-01,DJ,31,0,birth,F,8.80219,af,4,0.84211,preg-lact,40.74194,0,65.63336
GN,2008-02,DJ,29,0,birth,F,8.88706,af,4,0.84211,preg-lact,41,0,64.42389
GN,2008-03,DJ,31,0,birth,F,8.96646,af,4,0.84211,preg-lact,41.25806,3.22581,62.94922
GN,2008-04,DJ,30,0,interseason,F,9.05133,af,4,0.84211,preg-lact,42.13333,0,62.02289
GN,2008-05,DJ,31,0,interseason,F,9.13347,af,4,0.84211,preg-lact,41.90323,0,62.58851
GN,2008-06,DJ,30,0,mating,F,9.21834,af,4,0.84211,preg-lact,40.1,0,64.90496
GN,2008-07,DJ,31,0,mating,F,9.30048,af,4,0.84211,preg-lact,38.45161,3.22581,63.50181
GN,2008-08,DJ,31,0,mating,F,9.38535,af,4,0.84211,preg-lact,38,0,63.15789
GN,2008-09,DJ,30,0,mating,F,9.47023,af,4,0.84211,preg-lact,37.83333,3.33333,63.44531
GN,2008-10,DJ,31,0,interseason,F,9.55236,af,4,0.84211,preg-lact,37,0,64.86486
GN,2008-11,DJ,30,0,interseason,F,9.63723,af,4,0.84211,preg-lact,37,0,64.86486
GN,2008-12,DJ,31,0,birth,F,9.71937,af,4,0.84211,preg-lact,37.22581,3.33333,65.07671
GN,2009-01,DJ,31,0,birth,F,9.80424,af,4,0.8125,preg-lact,39.54839,3.22581,64.67983
GN,2009-02,DJ,28,0,birth,F,9.88912,af,4,0.8125,preg-lact,40.82143,0,66.14765
GN,2009-03,DJ,31,0,birth,F,9.96578,af,4,0.8125,preg-lact,40.90323,0,66.01298
GN,2009-04,DJ,30,0,interseason,F,10.05065,af,4,0.8125,preg-lact,41.63333,0,66.36856
GN,2009-05,DJ,31,0,interseason,F,10.13279,af,4,0.8125,preg-lact,41.96774,0,66.71912
GN,2009-06,DJ,30,0,mating,F,10.21766,af,4,0.8125,preg-lact,41.3,0,66.09756
GN,2009-07,DJ,31,0,mating,F,10.29979,af,4,0.8125,preg-lact,41.03226,3.22581,65.80308
GN,2009-08,DJ,31,0,mating,F,10.38467,af,4,0.8125,other,41,0,65.85366
GN,2009-09,DJ,30,1,mating,F,10.46954,af,4,0.8125,other,41.03333,0,65.80139
GN,2009-10,DJ,31,0,interseason,F,10.55168,af,4,0.8125,other,41.03226,3.22581,65.80308
GN,2009-11,DJ,30,0,interseason,F,10.63655,af,4,0.8125,other,41,3.33333,65.85366
GN,2009-12,DJ,31,0,birth,F,10.71869,af,4,0.8125,other,41.3871,0,65.24671
GN,2010-01,DJ,31,0,birth,F,10.80356,af,4,0.85,other,42.90323,0,63.99246
GN,2010-02,DJ,28,0,birth,F,10.88843,af,4,0.85,other,45.42857,0,62.72637
GN,2010-03,DJ,31,0,birth,F,10.96509,af,4,0.85,other,47.58065,0,64.26733
GN,2010-04,DJ,30,0,interseason,F,11.04997,af,4,0.85,other,48.03333,3.33333,64.5394
GN,2010-05,DJ,31,0,interseason,F,11.1321,af,4,0.85,other,48,0,64.58333
GN,2010-06,DJ,30,0,mating,F,11.21697,af,4,0.85,other,48,3.33333,64.5852
GN,2010-07,DJ,31,0,mating,F,11.29911,af,4,0.85,preg-lact,48.09677,6.45161,64.45748
GN,2010-08,DJ,31,0,mating,F,11.38398,af,4,0.85,preg-lact,47.83871,0,64.46179
GN,2010-09,DJ,30,0,mating,F,11.46886,af,4,0.85,preg-lact,47.06667,10,63.74306
GN,2010-10,DJ,31,0,interseason,F,11.55099,af,4,0.85,preg-lact,46.58065,0,63.50004
GN,2010-11,DJ,30,0,interseason,F,11.63587,af,4,0.85,preg-lact,46.03333,10,63.00075
GN,2010-12,DJ,31,0,birth,F,11.718,af,4,0.85,preg-lact,44.16129,12.90323,63.47996
GN,2011-01,DJ,31,0,birth,F,11.80287,af,7,0.68421,preg-lact,46.93548,9.67742,65.64384
GN,2011-02,DJ,28,0,birth,F,11.88775,af,7,0.68421,preg-lact,50.03571,3.57143,67.95238
GN,2011-03,DJ,31,0,birth,F,11.96441,af,7,0.68421,preg-lact,51.09677,9.67742,68.50787
GN,2011-04,DJ,30,0,interseason,F,12.04928,af,7,0.68421,preg-lact,51.23333,23.33333,68.32117
GN,2011-05,DJ,31,0,interseason,F,12.13142,af,7,0.68421,preg-lact,51.29032,19.35484,68.24911
GN,2011-06,DJ,30,0,mating,F,12.21629,af,7,0.68421,preg-lact,51.3,13.33333,68.24601
GN,2011-07,DJ,31,0,mating,F,12.29843,af,7,0.68421,preg-lact,51.19355,16.12903,68.37362
GN,2011-08,DJ,31,0,mating,F,12.3833,af,7,0.68421,other,50.74194,22.58065,68.99518
GN,2011-09,DJ,30,0,mating,F,12.46817,af,7,0.68421,other,51,80,68.64309
GN,2011-10,DJ,31,0,interseason,F,12.55031,af,7,0.68421,other,50,96.77419,67.68515
GN,2011-11,DJ,30,0,interseason,F,12.63518,af,7,0.68421,other,48.56667,96.66667,67.9623
GN,2011-12,DJ,31,0,birth,F,12.71732,af,7,0.68421,sexactive,47.3871,3.22581,68.27528
GN,2012-01,DJ,31,0,birth,F,12.80219,af,7,0.7,sexactive,46.74194,3.22581,67.83743
GN,2012-02,DJ,29,0,birth,F,12.88706,af,7,0.7,preg-lact,46.06897,6.89655,67.29242
GN,2012-03,DJ,31,0,birth,F,12.96646,af,7,0.7,preg-lact,46.03226,3.44828,67.35483
GN,2012-04,DJ,30,0,interseason,F,13.05133,af,7,0.7,preg-lact,46.7,29.62963,66.43846
GN,2012-05,DJ,31,0,interseason,F,13.13347,af,7,0.7,preg-lact,45.41935,46.66667,64.81368
GN,2012-06,DJ,30,0,mating,F,13.21834,af,7,0.7,preg-lact,44.13333,3.44828,65.71593
GN,2012-07,DJ,31,0,mating,F,13.30048,af,7,0.7,preg-lact,43.93548,10,66.23437
GN,2012-08,DJ,31,0,mating,F,13.38535,af,7,0.7,other,43.09677,19.35484,67.29353
GN,2012-09,DJ,30,0,mating,F,13.47023,af,7,0.7,preg-lact,43.63333,42.85714,66.50264
GN,2012-10,DJ,31,0,interseason,F,13.55236,af,7,0.7,preg-lact,43.77419,100,66.28394
GN,2012-11,DJ,30,0,interseason,F,13.63723,af,7,0.7,preg-lact,43.36667,75,66.89365
GN,2012-12,DJ,31,0,birth,F,13.71937,af,7,0.7,preg-lact,43.19355,10,67.14959
GN,2013-01,DJ,31,0,birth,F,13.80424,af,4,0.85714,preg-lact,43.6129,35.48387,66.73321
GN,2013-02,DJ,28,0,birth,F,13.88912,af,4,0.85714,preg-lact,44.32143,46.15385,67.8639
GN,2013-03,DJ,31,0,birth,F,13.96578,af,4,0.85714,preg-lact,44.41935,17.85714,68.13659
GN,2013-04,DJ,30,0,interseason,F,14.05065,af,4,0.85714,preg-lact,45.96667,26.66667,68.75507
GN,2013-05,DJ,31,0,interseason,F,14.13279,af,4,0.85714,preg-lact,47.96774,13.33333,70.41913
GN,2013-06,DJ,30,0,mating,F,14.21766,af,4,0.85714,preg-lact,48.56667,33.33333,70.03346
GN,2013-07,DJ,31,0,mating,F,14.29979,af,4,0.85714,preg-lact,51.29032,96.77419,66.35011
GN,2013-08,DJ,31,0,mating,F,14.38467,af,4,0.85714,preg-lact,51.03226,96.77419,66.72051
GN,2013-09,DJ,30,0,mating,F,14.46954,af,4,0.85714,preg-lact,50.5,63.33333,70.06238
GN,2013-10,DJ,31,0,interseason,F,14.55168,af,4,0.85714,other,50.22581,19.35484,71.68121
GN,2013-11,DJ,30,0,interseason,F,14.63655,af,4,0.85714,other,46.5,24.13793,71.27635
GN,2013-12,DJ,31,0,birth,F,14.71869,af,4,0.85714,other,46.12903,0,71.54437
GN,2014-01,DJ,31,0,birth,F,14.80356,af,8,0.66667,other,46.48387,3.44828,69.40683
GN,2014-02,DJ,28,0,birth,F,14.88843,af,8,0.66667,other,48.82143,18.51852,68.9861
GN,2014-03,DJ,31,0,birth,F,14.96509,af,8,0.66667,other,49.45161,3.22581,68.76795
GN,2014-04,DJ,30,0,interseason,F,15.04997,af,8,0.66667,other,50.43333,6.89655,66.16028
GN,2014-05,DJ,31,0,interseason,F,15.1321,af,8,0.66667,other,50.90323,16.12903,64.38753
GN,2014-06,DJ,30,0,mating,F,15.21697,af,8,0.66667,other,49.46667,16.66667,63.27552
GN,2014-07,DJ,31,0,mating,F,15.29911,af,8,0.66667,other,49.32258,35.48387,62.85874
GN,2014-08,DJ,31,0,mating,F,15.38398,af,8,0.66667,other,48.48387,6.45161,63.08521
GN,2014-09,DJ,30,0,mating,F,15.46886,af,8,0.66667,preg-lact,47.26667,10,63.47699
GN,2014-10,DJ,31,0,interseason,F,15.55099,af,8,0.66667,preg-lact,47.29032,6.45161,63.44722
GN,2014-11,DJ,30,0,interseason,F,15.63587,af,8,0.66667,preg-lact,47.5,3.44828,61.75785
GN,2014-12,DJ,31,0,birth,F,15.718,af,8,0.66667,preg-lact,47.6129,16.66667,61.85757
GN,2015-01,DJ,31,0,birth,F,15.80287,af,7,0.75,preg-lact,49.12903,0,61.98909
